    z           x_e           tau
 6.63  9.318182E-01  4.425896E-02
 6.64  9.318182E-01  4.435130E-02
 6.65  9.318182E-01  4.444369E-02
 6.66  9.318182E-01  4.453614E-02
 6.67  9.318182E-01  4.462866E-02
 6.68  9.318182E-01  4.472124E-02
 6.69  9.318182E-01  4.481387E-02
 6.70  9.318182E-01  4.490657E-02
 6.71  9.318182E-01  4.499933E-02
 6.72  9.315600E-01  4.509214E-02
 6.73  9.310658E-01  4.518498E-02
 6.74  9.304215E-01  4.527781E-02
 6.75  9.296565E-01  4.537064E-02
 6.76  9.287876E-01  4.546345E-02
 6.77  9.278261E-01  4.555622E-02
 6.78  9.267807E-01  4.564895E-02
 6.79  9.256578E-01  4.574164E-02
 6.80  9.244629E-01  4.583427E-02
 6.81  9.232004E-01  4.592684E-02
 6.82  9.218741E-01  4.601933E-02
 6.83  9.204873E-01  4.611176E-02
 6.84  9.190430E-01  4.620409E-02
 6.85  9.175438E-01  4.629635E-02
 6.86  9.159919E-01  4.638850E-02
 6.87  9.143896E-01  4.648056E-02
 6.88  9.127388E-01  4.657251E-02
 6.89  9.110412E-01  4.666435E-02
 6.90  9.092986E-01  4.675608E-02
 6.91  9.075124E-01  4.684769E-02
 6.92  9.056842E-01  4.693918E-02
 6.93  9.038153E-01  4.703053E-02
 6.94  9.019069E-01  4.712176E-02
 6.95  8.999603E-01  4.721285E-02
 6.96  8.979766E-01  4.730379E-02
 6.97  8.959569E-01  4.739460E-02
 6.98  8.939023E-01  4.748525E-02
 6.99  8.918137E-01  4.757575E-02
 7.00  8.896921E-01  4.766609E-02
 7.01  8.875384E-01  4.775628E-02
 7.02  8.853535E-01  4.784630E-02
 7.03  8.831382E-01  4.793615E-02
 7.04  8.808934E-01  4.802584E-02
 7.05  8.786197E-01  4.811535E-02
 7.06  8.763181E-01  4.820468E-02
 7.07  8.739891E-01  4.829383E-02
 7.08  8.716336E-01  4.838281E-02
 7.09  8.692522E-01  4.847159E-02
 7.10  8.668456E-01  4.856019E-02
 7.11  8.644144E-01  4.864859E-02
 7.12  8.619592E-01  4.873680E-02
 7.13  8.594808E-01  4.882481E-02
 7.14  8.569796E-01  4.891263E-02
 7.15  8.544563E-01  4.900023E-02
 7.16  8.519115E-01  4.908764E-02
 7.17  8.493456E-01  4.917484E-02
 7.18  8.467593E-01  4.926182E-02
 7.19  8.441530E-01  4.934859E-02
 7.20  8.415274E-01  4.943515E-02
 7.21  8.388828E-01  4.952149E-02
 7.22  8.362199E-01  4.960761E-02
 7.23  8.335390E-01  4.969351E-02
 7.24  8.308407E-01  4.977919E-02
 7.25  8.281255E-01  4.986464E-02
 7.26  8.253937E-01  4.994985E-02
 7.27  8.226459E-01  5.003484E-02
 7.28  8.198825E-01  5.011960E-02
 7.29  8.171039E-01  5.020412E-02
 7.30  8.143106E-01  5.028841E-02
 7.31  8.115030E-01  5.037246E-02
 7.32  8.086814E-01  5.045626E-02
 7.33  8.058463E-01  5.053983E-02
 7.34  8.029981E-01  5.062315E-02
 7.35  8.001372E-01  5.070623E-02
 7.36  7.972639E-01  5.078906E-02
 7.37  7.943787E-01  5.087164E-02
 7.38  7.914819E-01  5.095397E-02
 7.39  7.885739E-01  5.103605E-02
 7.40  7.856550E-01  5.111787E-02
 7.41  7.827256E-01  5.119944E-02
 7.42  7.797861E-01  5.128075E-02
 7.43  7.768367E-01  5.136181E-02
 7.44  7.738779E-01  5.144260E-02
 7.45  7.709099E-01  5.152314E-02
 7.46  7.679331E-01  5.160341E-02
 7.47  7.649479E-01  5.168342E-02
 7.48  7.619544E-01  5.176317E-02
 7.49  7.589531E-01  5.184264E-02
 7.50  7.559443E-01  5.192186E-02
 7.51  7.529282E-01  5.200080E-02
 7.52  7.499052E-01  5.207948E-02
 7.53  7.468756E-01  5.215788E-02
 7.54  7.438396E-01  5.223601E-02
 7.55  7.407975E-01  5.231387E-02
 7.56  7.377497E-01  5.239146E-02
 7.57  7.346963E-01  5.246877E-02
 7.58  7.316377E-01  5.254581E-02
 7.59  7.285742E-01  5.262256E-02
 7.60  7.255060E-01  5.269905E-02
 7.61  7.224334E-01  5.277525E-02
 7.62  7.193567E-01  5.285117E-02
 7.63  7.162760E-01  5.292682E-02
 7.64  7.131917E-01  5.300218E-02
 7.65  7.101040E-01  5.307726E-02
 7.66  7.070132E-01  5.315206E-02
 7.67  7.039195E-01  5.322658E-02
 7.68  7.008231E-01  5.330081E-02
 7.69  6.977242E-01  5.337476E-02
 7.70  6.946232E-01  5.344842E-02
 7.71  6.915203E-01  5.352180E-02
 7.72  6.884156E-01  5.359489E-02
 7.73  6.853094E-01  5.366769E-02
 7.74  6.822019E-01  5.374021E-02
 7.75  6.790933E-01  5.381244E-02
 7.76  6.759839E-01  5.388438E-02
 7.77  6.728738E-01  5.395603E-02
 7.78  6.697634E-01  5.402739E-02
 7.79  6.666527E-01  5.409846E-02
 7.80  6.635419E-01  5.416924E-02
 7.81  6.604314E-01  5.423973E-02
 7.82  6.573212E-01  5.430993E-02
 7.83  6.542117E-01  5.437984E-02
 7.84  6.511029E-01  5.444946E-02
 7.85  6.479950E-01  5.451878E-02
 7.86  6.448883E-01  5.458781E-02
 7.87  6.417829E-01  5.465655E-02
 7.88  6.386791E-01  5.472500E-02
 7.89  6.355769E-01  5.479315E-02
 7.90  6.324766E-01  5.486101E-02
 7.91  6.293783E-01  5.492858E-02
 7.92  6.262823E-01  5.499585E-02
 7.93  6.231887E-01  5.506283E-02
 7.94  6.200976E-01  5.512951E-02
 7.95  6.170092E-01  5.519591E-02
 7.96  6.139237E-01  5.526200E-02
 7.97  6.108413E-01  5.532780E-02
 7.98  6.077620E-01  5.539331E-02
 7.99  6.046861E-01  5.545853E-02
 8.00  6.016137E-01  5.552344E-02
 8.01  5.985450E-01  5.558807E-02
 8.02  5.954801E-01  5.565240E-02
 8.03  5.924192E-01  5.571644E-02
 8.04  5.893623E-01  5.578018E-02
 8.05  5.863097E-01  5.584363E-02
 8.06  5.832615E-01  5.590678E-02
 8.07  5.802178E-01  5.596964E-02
 8.08  5.771788E-01  5.603220E-02
 8.09  5.741445E-01  5.609448E-02
 8.10  5.711152E-01  5.615645E-02
 8.11  5.680909E-01  5.621814E-02
 8.12  5.650718E-01  5.627953E-02
 8.13  5.620581E-01  5.634063E-02
 8.14  5.590497E-01  5.640143E-02
 8.15  5.560469E-01  5.646195E-02
 8.16  5.530498E-01  5.652217E-02
 8.17  5.500585E-01  5.658209E-02
 8.18  5.470731E-01  5.664173E-02
 8.19  5.440937E-01  5.670107E-02
 8.20  5.411204E-01  5.676013E-02
 8.21  5.381534E-01  5.681889E-02
 8.22  5.351927E-01  5.687736E-02
 8.23  5.322385E-01  5.693554E-02
 8.24  5.292909E-01  5.699343E-02
 8.25  5.263499E-01  5.705103E-02
 8.26  5.234157E-01  5.710834E-02
 8.27  5.204884E-01  5.716536E-02
 8.28  5.175681E-01  5.722209E-02
 8.29  5.146548E-01  5.727854E-02
 8.30  5.117486E-01  5.733469E-02
 8.31  5.088497E-01  5.739056E-02
 8.32  5.059582E-01  5.744615E-02
 8.33  5.030741E-01  5.750144E-02
 8.34  5.001975E-01  5.755645E-02
 8.35  4.973285E-01  5.761118E-02
 8.36  4.944672E-01  5.766562E-02
 8.37  4.916137E-01  5.771977E-02
 8.38  4.887681E-01  5.777364E-02
 8.39  4.859303E-01  5.782723E-02
 8.40  4.831006E-01  5.788053E-02
 8.41  4.802790E-01  5.793355E-02
 8.42  4.774656E-01  5.798629E-02
 8.43  4.746604E-01  5.803875E-02
 8.44  4.718635E-01  5.809093E-02
 8.45  4.690750E-01  5.814283E-02
 8.46  4.662949E-01  5.819444E-02
 8.47  4.635234E-01  5.824578E-02
 8.48  4.607604E-01  5.829684E-02
 8.49  4.580061E-01  5.834762E-02
 8.50  4.552605E-01  5.839813E-02
 8.51  4.525237E-01  5.844835E-02
 8.52  4.497958E-01  5.849831E-02
 8.53  4.470767E-01  5.854798E-02
 8.54  4.443666E-01  5.859738E-02
 8.55  4.416655E-01  5.864651E-02
 8.56  4.389735E-01  5.869537E-02
 8.57  4.362906E-01  5.874395E-02
 8.58  4.336169E-01  5.879226E-02
 8.59  4.309524E-01  5.884030E-02
 8.60  4.282972E-01  5.888806E-02
 8.61  4.256513E-01  5.893556E-02
 8.62  4.230148E-01  5.898279E-02
 8.63  4.203877E-01  5.902975E-02
 8.64  4.177701E-01  5.907645E-02
 8.65  4.151619E-01  5.912287E-02
 8.66  4.125634E-01  5.916903E-02
 8.67  4.099744E-01  5.921493E-02
 8.68  4.073951E-01  5.926056E-02
 8.69  4.048255E-01  5.930592E-02
 8.70  4.022655E-01  5.935102E-02
 8.71  3.997153E-01  5.939586E-02
 8.72  3.971749E-01  5.944044E-02
 8.73  3.946444E-01  5.948476E-02
 8.74  3.921236E-01  5.952882E-02
 8.75  3.896128E-01  5.957262E-02
 8.76  3.871119E-01  5.961616E-02
 8.77  3.846209E-01  5.965944E-02
 8.78  3.821400E-01  5.970247E-02
 8.79  3.796690E-01  5.974524E-02
 8.80  3.772080E-01  5.978775E-02
 8.81  3.747572E-01  5.983001E-02
 8.82  3.723164E-01  5.987202E-02
 8.83  3.698857E-01  5.991378E-02
 8.84  3.674651E-01  5.995528E-02
 8.85  3.650547E-01  5.999653E-02
 8.86  3.626545E-01  6.003753E-02
 8.87  3.602645E-01  6.007829E-02
 8.88  3.578847E-01  6.011879E-02
 8.89  3.555152E-01  6.015905E-02
 8.90  3.531558E-01  6.019906E-02
 8.91  3.508068E-01  6.023882E-02
 8.92  3.484681E-01  6.027835E-02
 8.93  3.461396E-01  6.031762E-02
 8.94  3.438215E-01  6.035666E-02
 8.95  3.415136E-01  6.039545E-02
 8.96  3.392162E-01  6.043400E-02
 8.97  3.369291E-01  6.047231E-02
 8.98  3.346523E-01  6.051038E-02
 8.99  3.323859E-01  6.054821E-02
 9.00  3.301299E-01  6.058580E-02
 9.01  3.278843E-01  6.062316E-02
 9.02  3.256490E-01  6.066028E-02
 9.03  3.234242E-01  6.069717E-02
 9.04  3.212098E-01  6.073382E-02
 9.05  3.190058E-01  6.077024E-02
 9.06  3.168122E-01  6.080643E-02
 9.07  3.146290E-01  6.084239E-02
 9.08  3.124562E-01  6.087811E-02
 9.09  3.102939E-01  6.091361E-02
 9.10  3.081420E-01  6.094888E-02
 9.11  3.060005E-01  6.098392E-02
 9.12  3.038694E-01  6.101873E-02
 9.13  3.017488E-01  6.105332E-02
 9.14  2.996385E-01  6.108769E-02
 9.15  2.975387E-01  6.112183E-02
 9.16  2.954493E-01  6.115575E-02
 9.17  2.933704E-01  6.118944E-02
 9.18  2.913018E-01  6.122292E-02
 9.19  2.892436E-01  6.125617E-02
 9.20  2.871958E-01  6.128921E-02
 9.21  2.851584E-01  6.132203E-02
 9.22  2.831314E-01  6.135463E-02
 9.23  2.811148E-01  6.138702E-02
 9.24  2.791085E-01  6.141919E-02
 9.25  2.771126E-01  6.145114E-02
 9.26  2.751270E-01  6.148289E-02
 9.27  2.731518E-01  6.151442E-02
 9.28  2.711869E-01  6.154574E-02
 9.29  2.692323E-01  6.157685E-02
 9.30  2.672880E-01  6.160775E-02
 9.31  2.653540E-01  6.163844E-02
 9.32  2.634303E-01  6.166892E-02
 9.33  2.615169E-01  6.169920E-02
 9.34  2.596137E-01  6.172927E-02
 9.35  2.577207E-01  6.175914E-02
 9.36  2.558380E-01  6.178880E-02
 9.37  2.539654E-01  6.181826E-02
 9.38  2.521031E-01  6.184752E-02
 9.39  2.502509E-01  6.187658E-02
 9.40  2.484089E-01  6.190544E-02
 9.41  2.465770E-01  6.193410E-02
 9.42  2.447552E-01  6.196256E-02
 9.43  2.429436E-01  6.199083E-02
 9.44  2.411420E-01  6.201890E-02
 9.45  2.393505E-01  6.204677E-02
 9.46  2.375690E-01  6.207445E-02
 9.47  2.357976E-01  6.210194E-02
 9.48  2.340362E-01  6.212923E-02
 9.49  2.322847E-01  6.215634E-02
 9.50  2.305432E-01  6.218325E-02
 9.51  2.288117E-01  6.220998E-02
 9.52  2.270900E-01  6.223651E-02
 9.53  2.253783E-01  6.226286E-02
 9.54  2.236764E-01  6.228902E-02
 9.55  2.219844E-01  6.231500E-02
 9.56  2.203022E-01  6.234080E-02
 9.57  2.186298E-01  6.236640E-02
 9.58  2.169672E-01  6.239183E-02
 9.59  2.153143E-01  6.241708E-02
 9.60  2.136712E-01  6.244214E-02
 9.61  2.120378E-01  6.246703E-02
 9.62  2.104140E-01  6.249173E-02
 9.63  2.087999E-01  6.251626E-02
 9.64  2.071954E-01  6.254061E-02
 9.65  2.056005E-01  6.256479E-02
 9.66  2.040152E-01  6.258879E-02
 9.67  2.024394E-01  6.261262E-02
 9.68  2.008732E-01  6.263627E-02
 9.69  1.993164E-01  6.265975E-02
 9.70  1.977691E-01  6.268306E-02
 9.71  1.962312E-01  6.270621E-02
 9.72  1.947027E-01  6.272918E-02
 9.73  1.931836E-01  6.275198E-02
 9.74  1.916738E-01  6.277461E-02
 9.75  1.901733E-01  6.279708E-02
 9.76  1.886821E-01  6.281939E-02
 9.77  1.872002E-01  6.284152E-02
 9.78  1.857275E-01  6.286350E-02
 9.79  1.842640E-01  6.288531E-02
 9.80  1.828096E-01  6.290696E-02
 9.81  1.813644E-01  6.292845E-02
 9.82  1.799283E-01  6.294978E-02
 9.83  1.785012E-01  6.297094E-02
 9.84  1.770832E-01  6.299195E-02
 9.85  1.756742E-01  6.301281E-02
 9.86  1.742742E-01  6.303351E-02
 9.87  1.728831E-01  6.305405E-02
 9.88  1.715009E-01  6.307443E-02
 9.89  1.701276E-01  6.309467E-02
 9.90  1.687631E-01  6.311475E-02
 9.91  1.674074E-01  6.313467E-02
 9.92  1.660605E-01  6.315445E-02
 9.93  1.647224E-01  6.317408E-02
 9.94  1.633930E-01  6.319355E-02
 9.95  1.620722E-01  6.321288E-02
 9.96  1.607601E-01  6.323206E-02
 9.97  1.594566E-01  6.325110E-02
 9.98  1.581617E-01  6.326999E-02
 9.99  1.568753E-01  6.328873E-02
10.00  1.555974E-01  6.330733E-02
10.01  1.543280E-01  6.332579E-02
10.02  1.530670E-01  6.334410E-02
10.03  1.518144E-01  6.336227E-02
10.04  1.505702E-01  6.338030E-02
10.05  1.493344E-01  6.339820E-02
10.06  1.481068E-01  6.341595E-02
10.07  1.468875E-01  6.343356E-02
10.08  1.456764E-01  6.345104E-02
10.09  1.444735E-01  6.346838E-02
10.10  1.432788E-01  6.348559E-02
10.11  1.420922E-01  6.350266E-02
10.12  1.409137E-01  6.351960E-02
10.13  1.397432E-01  6.353640E-02
10.14  1.385808E-01  6.355307E-02
10.15  1.374263E-01  6.356961E-02
10.16  1.362798E-01  6.358603E-02
10.17  1.351412E-01  6.360231E-02
10.18  1.340104E-01  6.361846E-02
10.19  1.328875E-01  6.363448E-02
10.20  1.317724E-01  6.365038E-02
10.21  1.306651E-01  6.366615E-02
10.22  1.295655E-01  6.368179E-02
10.23  1.284736E-01  6.369731E-02
10.24  1.273893E-01  6.371271E-02
10.25  1.263127E-01  6.372798E-02
10.26  1.252436E-01  6.374313E-02
10.27  1.241821E-01  6.375816E-02
10.28  1.231281E-01  6.377306E-02
10.29  1.220815E-01  6.378785E-02
10.30  1.210425E-01  6.380252E-02
10.31  1.200108E-01  6.381707E-02
10.32  1.189864E-01  6.383150E-02
10.33  1.179694E-01  6.384582E-02
10.34  1.169597E-01  6.386001E-02
10.35  1.159573E-01  6.387410E-02
10.36  1.149621E-01  6.388807E-02
10.37  1.139740E-01  6.390192E-02
10.38  1.129931E-01  6.391566E-02
10.39  1.120193E-01  6.392929E-02
10.40  1.110526E-01  6.394281E-02
10.41  1.100929E-01  6.395622E-02
10.42  1.091403E-01  6.396951E-02
10.43  1.081946E-01  6.398270E-02
10.44  1.072558E-01  6.399578E-02
10.45  1.063239E-01  6.400875E-02
10.46  1.053988E-01  6.402162E-02
10.47  1.044806E-01  6.403437E-02
10.48  1.035692E-01  6.404702E-02
10.49  1.026645E-01  6.405957E-02
10.50  1.017665E-01  6.407201E-02
10.51  1.008752E-01  6.408435E-02
10.52  9.999055E-02  6.409659E-02
10.53  9.911248E-02  6.410872E-02
10.54  9.824098E-02  6.412076E-02
10.55  9.737601E-02  6.413269E-02
10.56  9.651753E-02  6.414452E-02
10.57  9.566551E-02  6.415625E-02
10.58  9.481991E-02  6.416789E-02
10.59  9.398070E-02  6.417942E-02
10.60  9.314784E-02  6.419086E-02
10.61  9.232129E-02  6.420220E-02
10.62  9.150102E-02  6.421345E-02
10.63  9.068700E-02  6.422460E-02
10.64  8.987918E-02  6.423566E-02
10.65  8.907753E-02  6.424662E-02
10.66  8.828203E-02  6.425749E-02
10.67  8.749262E-02  6.426827E-02
10.68  8.670928E-02  6.427895E-02
10.69  8.593196E-02  6.428955E-02
10.70  8.516065E-02  6.430005E-02
10.71  8.439529E-02  6.431046E-02
10.72  8.363586E-02  6.432079E-02
10.73  8.288232E-02  6.433103E-02
10.74  8.213464E-02  6.434117E-02
10.75  8.139278E-02  6.435123E-02
10.76  8.065670E-02  6.436121E-02
10.77  7.992638E-02  6.437110E-02
10.78  7.920177E-02  6.438090E-02
10.79  7.848285E-02  6.439062E-02
10.80  7.776957E-02  6.440025E-02
10.81  7.706191E-02  6.440980E-02
10.82  7.635983E-02  6.441927E-02
10.83  7.566329E-02  6.442865E-02
10.84  7.497227E-02  6.443795E-02
10.85  7.428672E-02  6.444718E-02
10.86  7.360662E-02  6.445632E-02
10.87  7.293193E-02  6.446538E-02
10.88  7.226261E-02  6.447436E-02
10.89  7.159864E-02  6.448326E-02
10.90  7.093998E-02  6.449209E-02
10.91  7.028659E-02  6.450084E-02
10.92  6.963845E-02  6.450951E-02
10.93  6.899552E-02  6.451810E-02
10.94  6.835777E-02  6.452662E-02
10.95  6.772516E-02  6.453506E-02
10.96  6.709766E-02  6.454343E-02
10.97  6.647525E-02  6.455173E-02
10.98  6.585787E-02  6.455995E-02
10.99  6.524552E-02  6.456810E-02
11.00  6.463814E-02  6.457617E-02
11.01  6.403571E-02  6.458418E-02
11.02  6.343820E-02  6.459211E-02
11.03  6.284558E-02  6.459997E-02
11.04  6.225781E-02  6.460776E-02
11.05  6.167486E-02  6.461548E-02
11.06  6.109670E-02  6.462313E-02
11.07  6.052330E-02  6.463072E-02
11.08  5.995463E-02  6.463823E-02
11.09  5.939065E-02  6.464568E-02
11.10  5.883134E-02  6.465306E-02
11.11  5.827665E-02  6.466038E-02
11.12  5.772658E-02  6.466763E-02
11.13  5.718107E-02  6.467481E-02
11.14  5.664010E-02  6.468193E-02
11.15  5.610365E-02  6.468898E-02
11.16  5.557167E-02  6.469597E-02
11.17  5.504415E-02  6.470290E-02
11.18  5.452104E-02  6.470976E-02
11.19  5.400232E-02  6.471656E-02
11.20  5.348796E-02  6.472330E-02
11.21  5.297793E-02  6.472998E-02
11.22  5.247220E-02  6.473659E-02
11.23  5.197074E-02  6.474315E-02
11.24  5.147352E-02  6.474964E-02
11.25  5.098051E-02  6.475608E-02
11.26  5.049168E-02  6.476246E-02
11.27  5.000701E-02  6.476877E-02
11.28  4.952645E-02  6.477503E-02
11.29  4.905000E-02  6.478124E-02
11.30  4.857761E-02  6.478738E-02
11.31  4.810925E-02  6.479347E-02
11.32  4.764491E-02  6.479950E-02
11.33  4.718455E-02  6.480548E-02
11.34  4.672814E-02  6.481140E-02
11.35  4.627565E-02  6.481727E-02
11.36  4.582706E-02  6.482308E-02
11.37  4.538234E-02  6.482884E-02
11.38  4.494146E-02  6.483454E-02
11.39  4.450439E-02  6.484019E-02
11.40  4.407111E-02  6.484579E-02
11.41  4.364159E-02  6.485134E-02
11.42  4.321580E-02  6.485683E-02
11.43  4.279371E-02  6.486227E-02
11.44  4.237530E-02  6.486766E-02
11.45  4.196055E-02  6.487301E-02
11.46  4.154941E-02  6.487830E-02
11.47  4.114188E-02  6.488354E-02
11.48  4.073792E-02  6.488873E-02
11.49  4.033750E-02  6.489387E-02
11.50  3.994060E-02  6.489897E-02
11.51  3.954719E-02  6.490401E-02
11.52  3.915726E-02  6.490901E-02
11.53  3.877076E-02  6.491396E-02
11.54  3.838768E-02  6.491887E-02
11.55  3.800799E-02  6.492372E-02
11.56  3.763166E-02  6.492854E-02
11.57  3.725868E-02  6.493330E-02
11.58  3.688901E-02  6.493802E-02
11.59  3.652263E-02  6.494270E-02
11.60  3.615952E-02  6.494733E-02
11.61  3.579965E-02  6.495191E-02
11.62  3.544299E-02  6.495646E-02
11.63  3.508953E-02  6.496095E-02
11.64  3.473923E-02  6.496541E-02
11.65  3.439208E-02  6.496982E-02
11.66  3.404805E-02  6.497419E-02
11.67  3.370711E-02  6.497852E-02
11.68  3.336925E-02  6.498281E-02
11.69  3.303443E-02  6.498706E-02
11.70  3.270264E-02  6.499126E-02
11.71  3.237385E-02  6.499543E-02
11.72  3.204804E-02  6.499955E-02
11.73  3.172519E-02  6.500363E-02
11.74  3.140526E-02  6.500768E-02
11.75  3.108825E-02  6.501168E-02
11.76  3.077413E-02  6.501565E-02
11.77  3.046287E-02  6.501958E-02
11.78  3.015445E-02  6.502347E-02
11.79  2.984885E-02  6.502732E-02
11.80  2.954606E-02  6.503113E-02
11.81  2.924603E-02  6.503491E-02
11.82  2.894876E-02  6.503865E-02
11.83  2.865423E-02  6.504235E-02
11.84  2.836240E-02  6.504602E-02
11.85  2.807327E-02  6.504965E-02
11.86  2.778680E-02  6.505325E-02
11.87  2.750298E-02  6.505681E-02
11.88  2.722178E-02  6.506033E-02
11.89  2.694319E-02  6.506382E-02
11.90  2.666718E-02  6.506728E-02
11.91  2.639374E-02  6.507070E-02
11.92  2.612284E-02  6.507409E-02
11.93  2.585446E-02  6.507744E-02
11.94  2.558858E-02  6.508076E-02
11.95  2.532518E-02  6.508405E-02
11.96  2.506425E-02  6.508731E-02
11.97  2.480575E-02  6.509053E-02
11.98  2.454968E-02  6.509372E-02
11.99  2.429601E-02  6.509688E-02
12.00  2.404473E-02  6.510001E-02
12.01  2.379580E-02  6.510311E-02
12.02  2.354922E-02  6.510617E-02
12.03  2.330497E-02  6.510921E-02
12.04  2.306301E-02  6.511221E-02
12.05  2.282335E-02  6.511519E-02
12.06  2.258595E-02  6.511814E-02
12.07  2.235081E-02  6.512105E-02
12.08  2.211789E-02  6.512394E-02
12.09  2.188718E-02  6.512680E-02
12.10  2.165867E-02  6.512962E-02
12.11  2.143233E-02  6.513242E-02
12.12  2.120815E-02  6.513520E-02
12.13  2.098611E-02  6.513794E-02
12.14  2.076619E-02  6.514066E-02
12.15  2.054837E-02  6.514335E-02
12.16  2.033264E-02  6.514601E-02
12.17  2.011898E-02  6.514864E-02
12.18  1.990737E-02  6.515125E-02
12.19  1.969779E-02  6.515383E-02
12.20  1.949023E-02  6.515639E-02
12.21  1.928466E-02  6.515892E-02
12.22  1.908108E-02  6.516142E-02
12.23  1.887947E-02  6.516390E-02
12.24  1.867980E-02  6.516635E-02
12.25  1.848207E-02  6.516878E-02
12.26  1.828625E-02  6.517118E-02
12.27  1.809233E-02  6.517356E-02
12.28  1.790030E-02  6.517592E-02
12.29  1.771013E-02  6.517825E-02
12.30  1.752181E-02  6.518055E-02
12.31  1.733533E-02  6.518284E-02
12.32  1.715067E-02  6.518509E-02
12.33  1.696781E-02  6.518733E-02
12.34  1.678674E-02  6.518954E-02
12.35  1.660744E-02  6.519173E-02
12.36  1.642990E-02  6.519390E-02
12.37  1.625410E-02  6.519605E-02
12.38  1.608003E-02  6.519817E-02
12.39  1.590767E-02  6.520027E-02
12.40  1.573700E-02  6.520235E-02
12.41  1.556802E-02  6.520441E-02
12.42  1.540071E-02  6.520644E-02
12.43  1.523504E-02  6.520846E-02
12.44  1.507102E-02  6.521045E-02
12.45  1.490862E-02  6.521242E-02
12.46  1.474783E-02  6.521438E-02
12.47  1.458863E-02  6.521631E-02
12.48  1.443102E-02  6.521822E-02
12.49  1.427497E-02  6.522011E-02
12.50  1.412048E-02  6.522199E-02
12.51  1.396753E-02  6.522384E-02
12.52  1.381610E-02  6.522567E-02
12.53  1.366618E-02  6.522749E-02
12.54  1.351777E-02  6.522928E-02
12.55  1.337083E-02  6.523106E-02
12.56  1.322538E-02  6.523282E-02
12.57  1.308138E-02  6.523456E-02
12.58  1.293882E-02  6.523628E-02
12.59  1.279770E-02  6.523798E-02
12.60  1.265800E-02  6.523967E-02
12.61  1.251970E-02  6.524133E-02
12.62  1.238280E-02  6.524298E-02
12.63  1.224729E-02  6.524461E-02
12.64  1.211314E-02  6.524623E-02
12.65  1.198035E-02  6.524783E-02
12.66  1.184890E-02  6.524941E-02
12.67  1.171879E-02  6.525097E-02
12.68  1.158999E-02  6.525252E-02
12.69  1.146251E-02  6.525405E-02
12.70  1.133632E-02  6.525556E-02
12.71  1.121142E-02  6.525706E-02
12.72  1.108779E-02  6.525855E-02
12.73  1.096542E-02  6.526001E-02
12.74  1.084430E-02  6.526146E-02
12.75  1.072441E-02  6.526290E-02
12.76  1.060576E-02  6.526432E-02
12.77  1.048832E-02  6.526572E-02
12.78  1.037208E-02  6.526711E-02
12.79  1.025704E-02  6.526849E-02
12.80  1.014318E-02  6.526985E-02
12.81  1.003049E-02  6.527119E-02
12.82  9.918962E-03  6.527253E-02
12.83  9.808582E-03  6.527384E-02
12.84  9.699342E-03  6.527514E-02
12.85  9.591229E-03  6.527643E-02
12.86  9.484235E-03  6.527771E-02
12.87  9.378347E-03  6.527897E-02
12.88  9.273557E-03  6.528022E-02
12.89  9.169853E-03  6.528145E-02
12.90  9.067225E-03  6.528267E-02
12.91  8.965664E-03  6.528388E-02
12.92  8.865159E-03  6.528507E-02
12.93  8.765700E-03  6.528625E-02
12.94  8.667278E-03  6.528742E-02
12.95  8.569883E-03  6.528858E-02
12.96  8.473505E-03  6.528972E-02
12.97  8.378134E-03  6.529085E-02
12.98  8.283760E-03  6.529197E-02
12.99  8.190376E-03  6.529307E-02
13.00  8.097970E-03  6.529417E-02
13.01  8.006534E-03  6.529525E-02
13.02  7.916058E-03  6.529632E-02
13.03  7.826533E-03  6.529738E-02
13.04  7.737951E-03  6.529842E-02
13.05  7.650302E-03  6.529946E-02
13.06  7.563577E-03  6.530048E-02
13.07  7.477767E-03  6.530150E-02
13.08  7.392864E-03  6.530250E-02
13.09  7.308859E-03  6.530349E-02
13.10  7.225743E-03  6.530447E-02
13.11  7.143508E-03  6.530544E-02
13.12  7.062145E-03  6.530639E-02
13.13  6.981646E-03  6.530734E-02
13.14  6.902002E-03  6.530828E-02
13.15  6.823205E-03  6.530921E-02
13.16  6.745247E-03  6.531012E-02
13.17  6.668120E-03  6.531103E-02
13.18  6.591815E-03  6.531192E-02
13.19  6.516326E-03  6.531281E-02
13.20  6.441643E-03  6.531369E-02
13.21  6.367758E-03  6.531455E-02
13.22  6.294665E-03  6.531541E-02
13.23  6.222355E-03  6.531626E-02
13.24  6.150821E-03  6.531710E-02
13.25  6.080055E-03  6.531792E-02
13.26  6.010049E-03  6.531874E-02
13.27  5.940797E-03  6.531955E-02
13.28  5.872290E-03  6.532036E-02
13.29  5.804521E-03  6.532115E-02
13.30  5.737483E-03  6.532193E-02
13.31  5.671169E-03  6.532271E-02
13.32  5.605572E-03  6.532347E-02
13.33  5.540684E-03  6.532423E-02
13.34  5.476499E-03  6.532498E-02
13.35  5.413009E-03  6.532572E-02
13.36  5.350208E-03  6.532645E-02
13.37  5.288089E-03  6.532717E-02
13.38  5.226645E-03  6.532789E-02
13.39  5.165869E-03  6.532860E-02
13.40  5.105754E-03  6.532930E-02
13.41  5.046295E-03  6.532999E-02
13.42  4.987484E-03  6.533067E-02
13.43  4.929315E-03  6.533135E-02
13.44  4.871781E-03  6.533202E-02
